cruiseid,cruise,station,beginlon,beginlat,begindatetime,stratum,POMACENTRIDAE,ANCHOA MITCHILLI,GADUS MORHUA,BATHYPOLYPUS ARCTICUS,RACHYCENTRON CANADUM,ARGOPECTEN GIBBUS,CHIONOECETES OPILIO,SARDINELLA AURITA,CITHARICHTHYS ARCTIFRONS,MONOLENE SESSILICAUDA,ETROPUS SP,PANDALUS BOREALIS,ANCHOA HEPSETUS,CYNOSCION NOTHUS,MENIDIA MENIDIA,SEPIOLIDAE,MALACORAJA SENTA,PLACOPECTEN MAGELLANICUS,ACIPENSER OXYRHYNCHUS,SEBASTES FASCIATUS,PSEUDOPLEURONECTES AMERICANUS,DIPTURUS LAEVIS,CARETTA CARETTA,BREVOORTIA TYRANNUS,MENTICIRRHUS AMERICANUS,PARALICHTHYS OBLONGUS,PEPRILUS TRIACANTHUS,MYOXOCEPHALUS OCTODECEMSPINOSUS,ANTIGONIA CAPROS,OVALIPES OCELLATUS,GLYPTOCEPHALUS CYNOGLOSSUS,RAJA EGLANTERIA,MELANOSTIGMA ATLANTICUM,SPHOEROIDES SPENGLERI,RHOMBOPLITES AURORUBENS,CITHARICHTHYS CORNUTUS,ETRUMEUS TERES,PANDALUS MONTAGUI,APOGONIDAE,POLYMIXIA LOWEI,MENTICIRRHUS SAXATILIS,CYCLOPTERUS LUMPUS,CRUSTACEA SHRIMP,CITHARICHTHYS SP,BATHYNECTES LONGISPINA,LUMPENUS MACULATUS,LEUCORAJA OCELLATA,GERYON QUINQUEDENS,ASPIDOPHOROIDES MONOPTERYGIUS,TRIGLOPS MURRAYI,ANTIGONIA COMBATIA,TRACHURUS LATHAMI,XENODERMICHTHYS COPEI,HIPPOGLOSSOIDES PLATESSOIDES,POLLACHIUS VIRENS,MACROZOARCES AMERICANUS,ARCTICA ISLANDICA,OVALIPES STEPHENSONI,DICHELOPANDALUS LEPTOCERUS,ALUTERUS MONOCEROS,MYRIPRISTIS JACOBUS,MYLIOBATIS FREMINVILLEI,MERLUCCIUS ALBIDUS,STENOTOMUS CHRYSOPS,GADIDAE,CHLOROPHTHALMUS AGASSIZI,PRIACANTHUS ARENATUS,MORONE SAXATILIS,PARALEPIDAE,SYNODUS POEYI,SYNGNATHIDAE,PRIONOTUS CAROLINUS,UROPHYCIS CHUSS,SERRANIDAE,MACRORHAMPHOSUS SCOLOPAX,GALEOCERDO CUVIER,ANGUILLIFORMES,LEBBEUS POLARIS,SCIAENOPS OCELLATUS,SQUALUS ACANTHIAS,SQUATINA DUMERIL,PANDALUS PROPINQUUS,PONTINUS LONGISPINIS,SCORPAENIDAE,XENOLEPIDICHTHYS DALGLEISHI,ORTHOPRISTIS CHRYSOPTERA,HALIEUTICHTHYS ACULEATUS,SERRANUS PHOEBE,GALATHEIDAE,DASYATIS AMERICANA,HOLOCENTRIDAE,MUSTELUS CANIS,HOMARUS AMERICANUS,PRIONOTUS ALATUS,LOPHIUS GASTROPHYSUS,LITHODES MAJA,TRACHINOCEPHALUS MYOPS,OPHIDION HOLBROOKI,BAIRDIELLA CHRYSOURA,CANCER IRRORATUS,LOPHOLATILUS CHAMAELEONTICEPS,TORPEDO NOBILIANA,TAUTOGOLABRUS ADSPERSUS,SYNODUS FOETENS,CARCHARIAS TAURUS,MAJIDAE,LEUCORAJA ERINACEA,FISTULARIA SP,LEPIDOCHELYS KEMPI,CARCHARHINIDAE,OPHIDIIDAE,SPIRONTOCARIS LILJEBORGII,CHAETODON STRIATUS,UROPHYCIS REGIA,KATHETOSTOMA ALBIGUTTA,AMMODYTES DUBIUS,ARGENTINA STRIATA,ULVARIA SUBBIFURCATA,CONGRIDAE,PLEURONECTIFORMES,ANCYLOPSETTA DILECTA,SICYONIA BREVIROSTRIS,PARALICHTHYS DENTATUS,CENTROPRISTIS STRIATA,ARIOMMA BONDI,CYTTOPSIS ROSEA,PARASUDIS TRUCULENTA,ILLEX ILLECEBROSUS,GADELLA IMBERBIS,LOLIGO PEALEII,FISTULARIA PETIMBA,PONTOPHILUS NORVEGICUS,STOMATOPODA,PRISTIPOMOIDES AQUILONARIS,ALOSA AESTIVALIS,ANTHIAS NICHOLSI,MACROURIDAE,CHAETODIPTERUS FABER,MERLUCCIUS BILINEARIS,POMATOMUS SALTATRIX,HIPPOGLOSSUS HIPPOGLOSSUS,MYOXOCEPHALUS SCORPIUS,SYMPHURUS SP,CONGER OCEANICUS,CRYPTACANTHODES MACULATUS,GYMNURA MICRURA,DIODON HOLOCANTHUS,UROPHYCIS TENUIS,CARCHARHINUS ACRONOTUS,SYNGNATHUS FUSCUS,DIBRANCHUS ATLANTICUS,CLUPEA HARENGUS,MICROPOGONIAS UNDULATUS,SCIAENIDAE,LIMANDA FERRUGINEA,ALOSA PSEUDOHARENGUS,HELICOLENUS DACTYLOPTERUS,SCYLIORHINUS RETIFER,CAULOLATILUS MICROPS,DASYATIS CENTROURA,SPISULA SOLIDISSIMA,ACANTHOCARPUS ALEXANDRI,PORTUNIDAE,LACTOPHRYS POLYGONIA,OPHICHTHIDAE,LEIOSTOMUS XANTHURUS,RHINOPTERA BONASUS,ALOSA SAPIDISSIMA,PRIONOTUS EVOLANS,SCOMBEROMORUS MACULATUS,CRANGON SEPTEMSPINOSA,LAGOCEPHALUS LAEVIGATUS,SPHOEROIDES MACULATUS,CYNOSCION REGALIS,HEMITRIPTERUS AMERICANUS,MAUROLICUS WEITZMANI,PRIONOTUS SCITULUS,ENCHELYOPUS CIMBRIUS,COOKEOLUS JAPONICUS,MYXINE GLUTINOSA,LIMULUS POLYPHEMUS,MOLA MOLA,STERNOPTYCHIDAE,LARIMUS FASCIATUS,DASYATIS SAY,MELANOGRAMMUS AEGLEFINUS,BOTHIDAE,UROPHYCIS FLORIDANA,TRICHIURUS LEPTURUS,LEUCORAJA GARMANI,FOETOREPUS AGASSIZI,CALLINECTES SAPIDUS,PASIPHAEA MULTIDENTATA,UROPHYCIS CHESTERI,TRASH SPECIES IN CATCH,GYMNURA ALTAVELA,HAEMULON AUROLINEATUM,SELENE SETAPINNIS,ZENOPSIS CONCHIFERA,PRIONOTUS STEARNSI,SCOMBER SCOMBRUS,LOPHIUS AMERICANUS,SCOPHTHALMUS AQUOSUS,CANCER BOREALIS,STOLOTEUTHIS LEUCOPTERA,MYOXOCEPHALUS AENAEUS,DACTYLOPTERUS VOLITANS,LAGODON RHOMBOIDES,RHIZOPRIONODON TERRAENOVAE,MYCTOPHIDAE,ARGENTINA SILUS,OGCOCEPHALIDAE,HEMANTHIAS AUREORUBENS,AMBLYRAJA RADIATA,DECAPTERUS PUNCTATUS,ANARHICHAS LUPUS,PETROMYZON MARINUS,LEPOPHIDIUM PROFUNDORUM,BROSME BROSME
HB201702,201702,166,-72.590833,40.7545,04/04/2017-09:59:14,3080,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,591,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,17,-74.364025,37.89832,08/03/2017-21:42:27,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,6,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,397,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,15,11,0,0,0,0,0,196,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,181,-70.901,41.2105,06/04/2017-01:46:32,3460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,257,-66.892667,41.3945,20/04/2017-16:01:51,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,321,-69.618667,42.5395,04/05/2017-04:02:35,1280,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1376,0,0,0,0,0,0,0,0,20,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,164,-72.18,40.560667,04/04/2017-05:14:45,1050,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,157,-72.944833,39.467333,03/04/2017-13:28:47,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,386,-70.520938,42.114998,12/05/2017-22:28:59,3600,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,165,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,110,-70.791795,40.678825,29/03/2017-07:47:00,1060,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,426,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
HB201702,201702,132,-72.8945,40.672333,31/03/2017-17:28:42,3080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,78,-75.156973,37.406727,20/03/2017-08:13:38,1650,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,44,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,9,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,121,-71.971833,40.246333,30/03/2017-15:08:48,1060,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,190,-70.444,40.718333,13/04/2017-15:40:50,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,6,-73.368272,38.467433,07/03/2017-19:23:20,1710,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1785,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,14,0,0,0,0,74,0,1657,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,76,-75.36489,37.56064,20/03/2017-03:52:10,3320,0,1,0,0,0,0,0,0,0,0,36,0,0,0,0,51,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,0,0,589,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,4,-73.250137,38.53954,07/03/2017-16:02:00,1760,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,223,55,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,324,0,0,0,0,0,0,4,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,408,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,24,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0
HB201702,201702,292,-67.059333,42.167333,24/04/2017-13:36:38,1210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,68,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,85,-75.134508,37.804793,20/03/2017-21:41:54,3320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,202,-68.622167,40.1335,14/04/2017-22:00:41,1150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,126,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,257,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
HB201702,201702,304,-68.080333,41.843667,25/04/2017-16:39:04,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,0,0,0,0,0,0,15,0,1,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,189,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,22,-74.466678,37.582428,09/03/2017-07:24:25,1660,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,2198,0,0,0,0,0,0,0,12,6,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,44,2,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,648,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201702,201702,360,-69.497132,43.178865,10/05/2017-06:22:55,1370,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,283,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,31,3,3,0,0,759,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
