cruiseid,cruise,station,beginlon,beginlat,begindatetime,stratum,PONTOPHILUS NORVEGICUS,UROPHYCIS CHUSS,PARALICHTHYS OBLONGUS,BOTHIDAE,MERLUCCIUS BILINEARIS,TRACHINOCEPHALUS MYOPS,UROPHYCIS REGIA,OVALIPES OCELLATUS,BATHYPOLYPUS ARCTICUS,ALOPIAS SUPERCILIOSUS,LEUCORAJA GARMANI,CENTROPRISTIS PHILADELPHICA,SPHOEROIDES SPENGLERI,MELANOSTIGMA ATLANTICUM,AMMODYTES DUBIUS,TRIGLOPS MURRAYI,MYOXOCEPHALUS AENAEUS,LEUCORAJA ERINACEA,ARGENTINA STRIATA,LOPHIUS AMERICANUS,PORICHTHYS PLECTRODON,ARCHOSARGUS PROBATOCEPHALUS,ALOSA PSEUDOHARENGUS,FISTULARIA PETIMBA,PLEURONECTIFORMES,KATHETOSTOMA ALBIGUTTA,CHAETODIPTERUS FABER,LOPHIUS GASTROPHYSUS,MONOLENE SESSILICAUDA,DECAPTERUS PUNCTATUS,SCORPAENIDAE,LAGODON RHOMBOIDES,PAGRUS SEDECIM,ILLEX ILLECEBROSUS,STERNOPTYCHIDAE,ANTHIAS NICHOLSI,SPISULA SOLIDISSIMA,ASPIDOPHOROIDES MONOPTERYGIUS,GADUS MORHUA,SYMPHURUS SP,FISTULARIA SP,LACTOPHRYS POLYGONIA,OPHIDION HOLBROOKI,BOTHUS OCELLATUS,BREVOORTIA TYRANNUS,PANDALUS BOREALIS,TORPEDO NOBILIANA,MACROURIDAE,CYCLOPTERUS LUMPUS,PRIONOTUS ALATUS,PANDALUS MONTAGUI,ALUTERUS HEUDELOTI,DASYATIS SAY,FOETOREPUS AGASSIZI,PRIONOTUS CAROLINUS,ACANTHOCARPUS ALEXANDRI,ARGYROPELECUS ACULEATUS,CENTROPRISTIS OCYURUS,OVALIPES STEPHENSONI,ETRUMEUS TERES,CYNOSCION NOTHUS,CETORHINUS MAXIMUS,ARCTOZENUS RISSOI,PRIONOTUS TRIBULUS,CYTTOPSIS ROSEA,PHOLIS GUNNELLUS,PEPRILUS TRIACANTHUS,UROPHYCIS CHESTERI,RAJA EGLANTERIA,MYXINE GLUTINOSA,LYCENCHELYS VERRILLI,PROMETHICHTHYS PROMETHEUS,CAULOLATILUS MICROPS,LEPOPHIDIUM PROFUNDORUM,HIPPOGLOSSOIDES PLATESSOIDES,CRUSTACEA SHRIMP,HOLOCENTRIDAE,HELICOLENUS DACTYLOPTERUS,ANTIGONIA CAPROS,TRASH SPECIES IN CATCH,SCOPHTHALMUS AQUOSUS,MALACOCEPHALUS OCCIDENTALIS,PLACOPECTEN MAGELLANICUS,OPHIDION MARGINATUM,SERRANUS PHOEBE,GLYPTOCEPHALUS CYNOGLOSSUS,POMATOMUS SALTATRIX,DACTYLOPTERUS VOLITANS,LARIMUS FASCIATUS,DICHELOPANDALUS LEPTOCERUS,CHAETODON AYA,MERLUCCIUS ALBIDUS,HIPPOGLOSSUS HIPPOGLOSSUS,CYNOSCION REGALIS,CITHARICHTHYS SP,ANCHOA MITCHILLI,MAJIDAE,ALOSA SAPIDISSIMA,LUMPENUS MACULATUS,ANARHICHAS LUPUS,PORTUNIDAE,OVALIPES SP,PRIONOTUS SCITULUS,ENCHELYOPUS CIMBRIUS,RHIZOPRIONODON TERRAENOVAE,SPHYRNA LEWINI,CARCHARIAS TAURUS,CENTROPRISTIS STRIATA,ACIPENSER OXYRHYNCHUS,DASYATIS CENTROURA,HALIEUTICHTHYS ACULEATUS,EQUETUS UMBROSUS,TRICHIURUS LEPTURUS,STOMATOPODA,CHLAMYS ISLANDICA,SCOMBER SCOMBRUS,EQUETUS ACUMINATUS,SERIOLA FASCIATA,GASTROPSETTA FRONTALIS,CANCER BOREALIS,PSEUDOPLEURONECTES AMERICANUS,CYCLOPSETTA FIMBRIATA,BAIRDIELLA CHRYSOURA,ALOSA AESTIVALIS,BALISTIDAE,CRYPTACANTHODES MACULATUS,GADELLA IMBERBIS,POMACENTRIDAE,ORTHOPRISTIS CHRYSOPTERA,ARGENTINA SILUS,PARALEPIDAE,PRIONOTUS EVOLANS,MYOXOCEPHALUS OCTODECEMSPINOSUS,SARDINELLA AURITA,LEIOSTOMUS XANTHURUS,MACROZOARCES AMERICANUS,MICROPOGONIAS UNDULATUS,ARCTICA ISLANDICA,SEPIOLIDAE,OPHIDION GRAYI,SEBASTES FASCIATUS,STOMIIDAE,GYMNURA MICRURA,PARALICHTHYS DENTATUS,OPHIDIIDAE,HOMARUS AMERICANUS,SPIRONTOCARIS LILJEBORGII,CARCHARHINUS FALCIFORMIS,STELLIFER LANCEOLATUS,AULOSTOMUS MACULATUS,PEPRILUS ALEPIDOTUS,ARIOMMA BONDI,OPHICHTHUS PUNCTICEPS,MUSTELUS CANIS,PARASUDIS TRUCULENTA,TRACHURUS LATHAMI,CANCER IRRORATUS,SPHOEROIDES NEPHELUS,LOPHOLATILUS CHAMAELEONTICEPS,RHOMBOPLITES AURORUBENS,MAUROLICUS WEITZMANI,BOTHUS ROBINSI,NEZUMIA BAIRDI,HAEMULON AUROLINEATUM,UROPHYCIS TENUIS,GERYON QUINQUEDENS,GYMNOTHORAX SAXICOLA,MACRORHAMPHOSUS SCOLOPAX,TETRAODONTIDAE,SYNGNATHUS FUSCUS,SICYONIA BREVIROSTRIS,NEMICHTHYS SCOLOPACEUS,MENIDIA MENIDIA,PRIONOTUS STEARNSI,ALUTERUS MONOCEROS,CHIONOECETES OPILIO,PASIPHAEA MULTIDENTATA,SCYLIORHINUS RETIFER,LIMULUS POLYPHEMUS,LACTOPHRYS QUADRICORNIS,SQUATINA DUMERIL,LEBBEUS POLARIS,STOLOTEUTHIS LEUCOPTERA,CHAETODON OCELLATUS,MYLIOBATIS FREMINVILLEI,SCIAENIDAE,DIPTURUS LAEVIS,CHLOROPHTHALMUS AGASSIZI,SCYLLARIDES NODIFER,SERRANIDAE,MENTICIRRHUS AMERICANUS,CHAETODON SEDENTARIUS,CALAPPIDAE,POLYMIXIA LOWEI,ANCHOA HEPSETUS,FISTULARIA TABACARIA,MENTICIRRHUS SAXATILIS,SYNODUS FOETENS,POLLACHIUS VIRENS,LEPOPHIDIUM JEANNAE,PRISTIGENYS ALTA,CARCHARHINUS PLUMBEUS,SYNAGROPS BELLUS,MALACORAJA SENTA,BROSME BROSME,LOLLIGUNCULA BREVIS,STELLEROIDEA,OPHICHTHIDAE,SCIAENOPS OCELLATUS,AMBLYRAJA RADIATA,LITHODES MAJA,BATHYNECTES LONGISPINA,SQUALUS ACANTHIAS,TAUTOGOLABRUS ADSPERSUS,STENOTOMUS CHRYSOPS,SPHOEROIDES MACULATUS,APOGON PSEUDOMACULATUS,PETROMYZON MARINUS,MELANOGRAMMUS AEGLEFINUS,HEMANTHIAS AUREORUBENS,GALATHEIDAE,SELENE SETAPINNIS,SCORPAENA BRASILIENSIS,LOLIGO PEALEII,LIMANDA FERRUGINEA,ETROPUS SP,ZENOPSIS CONCHIFERA,CITHARICHTHYS CORNUTUS,CONGRIDAE,CONGER OCEANICUS,CLUPEA HARENGUS,GYMNURA ALTAVELA,CITHARICHTHYS ARCTIFRONS,LUMPENUS LUMPRETAEFORMIS,SYNGNATHIDAE,PANDALUS PROPINQUUS,LEUCORAJA OCELLATA,MYCTOPHIDAE,TAUTOGA ONITIS,HEMITRIPTERUS AMERICANUS,MORONE SAXATILIS,POLYMIXIA NOBILIS
HB201301,201302,374,-68.663262,43.007873,05/05/2013-11:53:51,1370,18,26,1,0,1356,0,0,0,17,0,0,0,0,0,0,0,0,0,0,10,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,379,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,45,0,0,0,0,1,0,0,0,0,0,0
HB201301,201302,331,-68.386957,43.891253,24/04/2013-23:37:32,1390,0,11,0,0,1307,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,6,0,6,0,0,0,0,0,0,603,0,0,4,0,0,0,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,2,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
HB201301,201302,307,-67.440932,42.44022,22/04/2013-01:53:34,1300,1,11,0,0,5646,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,16,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HB201301,201302,162,-71.17741,40.016912,31/03/2013-06:53:30,1080,0,10,11,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,27,0,0,0,0,1,0,0,0,25,0,0,0,0,93,0,0,0,0
HB201301,201302,218,-69.80113,41.90631,11/04/2013-15:14:24,1230,0,43,5,0,128,0,0,0,10,0,0,0,0,0,4,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,1,0,42,0,0,0,0,0,0,2551,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,38,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,43,0,0,87,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,18,9,0,0,0,0,0,30,0,0,0,0,0,0,0,0,4,0,0
HB201301,201302,231,-68.689057,41.0253,13/04/2013-07:22:30,1230,0,28,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,11,0,0,0,0,0,53,0,0,0,0,0
HB201301,201302,336,-70.450453,41.808667,30/04/2013-23:50:55,3590,0,2,5,0,1095,0,1,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0,0,1,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
HB201301,201302,92,-73.329602,38.688608,24/03/2013-03:53:21,1740,0,0,74,0,27,0,30,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1435,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,90,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,126,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,20,0,0,0,0,2,0,0,0,0
HB201301,201302,168,-71.661992,41.09505,31/03/2013-22:53:37,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
HB201301,201302,34,-75.324888,35.231562,18/03/2013-17:26:47,3440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201301,201302,282,-65.909647,42.046925,18/04/2013-07:48:50,1180,0,28,2,0,47,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,21,0,0,0,0,0,0,0,0,42,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HB201301,201302,247,-67.806448,40.98127,14/04/2013-23:35:15,1190,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,132,0,0,0,0,0,67,0,0,0,0,0
HB201301,201302,103,-72.53328,39.353557,25/03/2013-03:12:28,1030,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,316,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
HB201301,201302,381,-70.00065,43.30038,06/05/2013-06:52:31,1270,4,42,0,0,1150,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,1,0,0,24,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0
HB201301,201302,342,-70.119,42.155938,01/05/2013-13:09:47,3610,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,230,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5637,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,58,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1962,0,0,0,0,0,0,0,0,1,0,0
HB201301,201302,14,-74.444128,37.644797,16/03/2013-20:47:09,1700,0,1,2,0,3,0,11,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,0,0,0,0,0,0,0,0,0,0,0,84,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
HB201301,201302,15,-74.416498,37.517178,16/03/2013-22:33:57,1660,0,0,25,0,7,0,57,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,59,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,93,0,0,0,0,0,0,0,0,481,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
HB201301,201302,314,-66.897883,43.356057,22/04/2013-23:47:33,1340,0,35,0,0,116,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,177,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
HB201301,201302,291,-66.800957,41.99176,19/04/2013-09:24:18,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,73,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,36,0,0,0,0,0,4,0,0,0,0,0,5,0,0,2,0,0
