cruiseid,cruise,station,beginlon,beginlat,begindatetime,stratum,ALOSA SAPIDISSIMA,DIBRANCHUS ATLANTICUS,PRIONOTUS ALATUS,BROSME BROSME,PLACOPECTEN MAGELLANICUS,DECAPTERUS MACARELLUS,CYCLOPTERUS LUMPUS,PRIONOTUS RUBIO,MORONE SAXATILIS,PRIONOTUS CAROLINUS,SEBASTES FASCIATUS,SYNGNATHUS FUSCUS,UNKNOWN 03,DASYATIS SAY,MYLIOBATIS GOODEI,PARALICHTHYS OBLONGUS,CARCHARHINUS OBSCURUS,BATHYPOLYPUS ARCTICUS,MUSTELUS CANIS,MYLIOBATIS FREMINVILLEI,SCORPAENA BRASILIENSIS,HIPPOGLOSSOIDES PLATESSOIDES,LOLLIGUNCULA BREVIS,DASYATIS AMERICANA,SPHOEROIDES MACULATUS,ACIPENSER OXYRHYNCHUS,GLYPTOCEPHALUS CYNOGLOSSUS,SEPIOLIDAE,ACANTHOCARPUS ALEXANDRI,MACRORHAMPHOSUS SCOLOPAX,ARGENTINA SILUS,ETRUMEUS TERES,UROPHYCIS SP,ECHENEIS NAUCRATES,CONGRIDAE,GYMNURA ALTAVELA,PRIONOTUS EVOLANS,HOMARUS AMERICANUS,LEIOSTOMUS XANTHURUS,GADUS MORHUA,SCYLIORHINUS RETIFER,HALIEUTICHTHYS ACULEATUS,TRIGLIDAE,CLUPEA HARENGUS,OGCOCEPHALUS PARVUS,CHAULIODUS SLOANI,UNKNOWN 06,MACROZOARCES AMERICANUS,SYMPHURUS SP,FISTULARIA SP,OPHIDION HOLBROOKI,MELANOGRAMMUS AEGLEFINUS,REINHARDTIUS HIPPOGLOSSOIDES,OCTOPODA,ARCHOSARGUS PROBATOCEPHALUS,SQUALUS ACANTHIAS,MYXINE GLUTINOSA,TAUTOGOLABRUS ADSPERSUS,BOTHIDAE,CARETTA CARETTA,STENOTOMUS CHRYSOPS,PERISTEDION MINIATUM,HEMITRIPTERUS AMERICANUS,OPHIDION MARGINATUM,POLLACHIUS VIRENS,LEUCORAJA OCELLATA,LEUCORAJA ERINACEA,TRICHIURUS LEPTURUS,ANCHOA MITCHILLI,DASYATIS CENTROURA,LAGODON RHOMBOIDES,UNKNOWN 04,BREVOORTIA TYRANNUS,GERYON QUINQUEDENS,CRYPTACANTHODES MACULATUS,AMMODYTES DUBIUS,COTTIDAE,TRACHINOCEPHALUS MYOPS,POMATOMUS SALTATRIX,CYNOSCION REGALIS,PORTUNIDAE,SICYONIA BREVIROSTRIS,ORTHOPRISTIS CHRYSOPTERA,CITHARICHTHYS SP,ILLEX ILLECEBROSUS,UNKNOWN 05,HIPPOGLOSSUS HIPPOGLOSSUS,BELLATOR BRACHYCHIR,OPHICHTHIDAE,CALAPPIDAE,CANCER BOREALIS,ENCHELYOPUS CIMBRIUS,LEPOPHIDIUM PROFUNDORUM,CANCER IRRORATUS,ETROPUS MICROSTOMUS,SYNODUS FOETENS,TRIGLOPS MURRAYI,TORPEDO NOBILIANA,CARCHARHINUS PLUMBEUS,ANGUILLA ROSTRATA,MYOXOCEPHALUS AENAEUS,KATHETOSTOMA ALBIGUTTA,MENTICIRRHUS SAXATILIS,BAIRDIELLA CHRYSOURA,CRUSTACEA SHRIMP,PARALICHTHYS DENTATUS,MICROPOGONIAS UNDULATUS,ALOSA PSEUDOHARENGUS,RAJA EGLANTERIA,STERNOPTYCHIDAE,MONOLENE SESSILICAUDA,ARGENTINA STRIATA,TAUTOGA ONITIS,MYOXOCEPHALUS OCTODECEMSPINOSUS,STOMATOPODA,PSEUDOPLEURONECTES AMERICANUS,MERLUCCIUS ALBIDUS,TRINECTES MACULATUS,SYNAGROPS BELLUS,BENTHODESMUS SIMONYI,FISTULARIA TABACARIA,PORTUNUS SPINIMANUS,CHAETODIPTERUS FABER,FISTULARIA PETIMBA,CITHARICHTHYS ARCTIFRONS,ASPIDOPHOROIDES MONOPTERYGIUS,FOETOREPUS AGASSIZI,MAUROLICUS WEITZMANI,PEPRILUS TRIACANTHUS,UROPHYCIS REGIA,ANARHICHAS LUPUS,UROPHYCIS CHESTERI,POLYMIXIA LOWEI,LIMANDA FERRUGINEA,SERRANUS NOTOSPILUS,UNKNOWN 11,TRASH SPECIES IN CATCH,PERISTEDION GRACILE,SCOPHTHALMUS AQUOSUS,MAJIDAE,CAULOLATILUS MICROPS,CHLOROPHTHALMUS AGASSIZI,MYCTOPHIDAE,PENAEUS SP,PLEURONECTIDAE,ABRALIA VERANYI,BELLATOR EGRETTA,RHOMBOPLITES AURORUBENS,AMBLYRAJA RADIATA,MURAENIDAE,OVALIPES OCELLATUS,SQUATINA DUMERIL,SCOMBER SCOMBRUS,LEPOPHIDIUM JEANNAE,ANTENNARIUS RADIOSUS,GALATHEIDAE,DIPLECTRUM FORMOSUM,CALLINECTES SAPIDUS,OPHIDIIDAE,CENTROPRISTIS STRIATA,URANOSCOPIDAE,CANCRIDAE,ZENOPSIS CONCHIFERA,ANTIGONIA CAPROS,SYACIUM PAPILLOSUM,MACROURIDAE,OVALIPES STEPHENSONI,PROMETHICHTHYS PROMETHEUS,LIPARIS ATLANTICUS,SCORPAENIDAE,UROPHYCIS CHUSS,MONACANTHUS HISPIDUS,LIMULUS POLYPHEMUS,MENTICIRRHUS AMERICANUS,PETROMYZON MARINUS,CENTROPRISTIS PHILADELPHICA,LOPHIUS AMERICANUS,UNKNOWN 01,LOLIGO PEALEII,OGCOCEPHALUS CORNIGER,ALOSA AESTIVALIS,PLEOTICUS ROBUSTUS,MENIDIA MENIDIA,PONTINUS LONGISPINIS,HELICOLENUS DACTYLOPTERUS,MERLUCCIUS BILINEARIS,UROPHYCIS TENUIS,PARASUDIS TRUCULENTA,CHIONOECETES OPILIO,SPHOEROIDES PACHYGASTER,SYNGNATHIDAE,DIPTURUS LAEVIS,UNKNOWN 02,LEUCORAJA GARMANI,SYNODONTIDAE,GYMNURA MICRURA,ASTROSCOPUS GUTTATUS,LARIMUS FASCIATUS,MALACORAJA SENTA
HB200802,200804,62,-72.553833,39.638843,13/03/2008-12:58:23,1020,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,52,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,440,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,326,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200802,200804,285,-67.67116,44.038392,22/04/2008-00:06:53,1380,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,21,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,10,0,0,0,0,201,44,0,0,0,0,0,0,0,0,0,0,0,4
HB200802,200804,213,-66.235393,41.343028,08/04/2008-10:56:05,1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,58,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200802,200804,291,-68.308273,43.966073,23/04/2008-00:17:44,1390,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,31,0,0,0,0,49,12,0,1,0,0,0,0,0,0,0,0,0,0
HB200802,200804,241,-69.549597,41.56407,16/04/2008-20:41:59,1250,0,0,0,0,195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,31,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,45,0,0,1,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,140,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200802,200804,73,-74.750078,37.529197,20/03/2008-12:05:42,1650,0,0,0,0,3032,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200802,200804,60,-72.671552,39.980927,13/03/2008-08:52:11,1020,0,0,0,0,368,0,0,0,0,41,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,3,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,3,30,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,18,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200802,200804,248,-68.919088,41.056093,17/04/2008-13:33:57,1230,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,4,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200802,200804,37,-74.863203,38.558357,10/03/2008-19:23:38,3260,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2601,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200802,200804,76,-75.415637,37.440352,21/03/2008-00:38:46,3350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2,0,0
HB200802,200804,210,-66.583745,41.864918,07/04/2008-23:45:12,1160,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200802,200804,264,-68.003887,42.443227,19/04/2008-14:30:19,1290,1,0,0,2,0,0,0,0,0,0,3424,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,7,0,0,0,2,167,2,0,0,0,0,0,0,0,0,0,0,0,1
HB200802,200804,122,-75.805747,36.6393,25/03/2008-01:05:49,3370,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,90,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,80,0,0,0,0,0,0,0,0,0,0,2,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,226,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,32,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HB200802,200804,250,-68.950033,40.676828,17/04/2008-17:41:57,1100,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,6,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200802,200804,55,-73.47423,39.472747,12/03/2008-14:50:38,1730,0,0,0,0,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4253,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200802,200804,231,-66.858085,42.185375,10/04/2008-02:06:40,1220,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,2,0,0,0,0,0,0,0,1,20,4,0,0,0,0,1,0,0,0,0,0,0,29
HB200802,200804,140,-73.70931,40.283355,26/03/2008-22:12:59,3140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,18,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,210,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200802,200804,42,-74.58917,38.105605,11/03/2008-07:28:49,1690,0,0,0,0,171,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,245,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,108,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200802,200804,82,-75.762223,36.930223,21/03/2008-11:33:13,3370,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200802,200804,195,-67.655517,41.148488,05/04/2008-14:40:05,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
HB200802,200804,217,-66.127025,41.719553,08/04/2008-22:10:05,1160,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200802,200804,41,-74.645667,38.355658,11/03/2008-04:48:20,1690,0,0,0,0,30,0,0,0,0,48,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,1,0,0,0,0,2,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17,601,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,77,0,0,0,0,1,0,0,0,0,0,0,0,0
HB200802,200804,68,-74.13507,37.890277,19/03/2008-17:03:27,1710,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,655,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5666,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
HB200802,200804,288,-68.000553,43.686422,22/04/2008-08:56:09,1360,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,3,0,0,0,16,0,0,0,0,122,19,0,0,0,0,0,0,0,0,0,0,0,0
HB200802,200804,66,-73.130328,38.739048,19/03/2008-07:44:16,1750,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,337,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,3,1,874,0,0,0,0,0,16,10,0,0,0,0,0,0,0,6,0,0,0,0,0
