cruiseid,cruise,station,beginlon,beginlat,begindatetime,stratum,AMMODYTES DUBIUS,UROPHYCIS TENUIS,LOPHIUS GASTROPHYSUS,CYCLOPTERUS LUMPUS,STOMATOPODA,TRACHURUS LATHAMI,LOPHIUS AMERICANUS,HEMITRIPTERUS AMERICANUS,LUMPENUS MACULATUS,ALOSA AESTIVALIS,PSEUDOPLEURONECTES AMERICANUS,SCOPHTHALMUS AQUOSUS,BROSME BROSME,SCORPAENIDAE,STERNOPTYCHIDAE,MORONE SAXATILIS,SPISULA SOLIDISSIMA,MENIDIA MENIDIA,SCYLIORHINUS RETIFER,GADIDAE,SQUALUS ACANTHIAS,PONTINUS LONGISPINIS,SPIRONTOCARIS LILJEBORGII,PARALEPIDAE,SYMPHURUS SP,HIPPOGLOSSUS HIPPOGLOSSUS,ENCHELYOPUS CIMBRIUS,LEBBEUS POLARIS,ALOSA PSEUDOHARENGUS,MYCTOPHIDAE,PANDALUS BOREALIS,MERLUCCIUS BILINEARIS,PANDALUS MONTAGUI,MELANOSTIGMA ATLANTICUM,DICHELOPANDALUS LEPTOCERUS,ARCTICA ISLANDICA,ZENOPSIS CONCHIFERA,POLLACHIUS VIRENS,OVALIPES OCELLATUS,BATHYPOLYPUS ARCTICUS,BATHYNECTES LONGISPINA,LOLIGO PEALEII,MUSTELUS CANIS,LEUCORAJA GARMANI,SYNGNATHIDAE,AMBLYRAJA RADIATA,CHLAMYS ISLANDICA,LYCENCHELYS VERRILLI,PORTUNIDAE,PRIONOTUS CAROLINUS,BEMBROPS GOBIOIDES,ACANTHOCARPUS ALEXANDRI,TORPEDO NOBILIANA,PERISTEDION MINIATUM,MYOXOCEPHALUS AENAEUS,HOMARUS AMERICANUS,LEUCORAJA ERINACEA,CLUPEA HARENGUS,UROPHYCIS CHUSS,DIPTURUS LAEVIS,ARGYROPELECUS ACULEATUS,GADUS MORHUA,POLYMIXIA LOWEI,PANDALUS PROPINQUUS,CANCER IRRORATUS,OPHIDION MARGINATUM,ASPIDOPHOROIDES MONOPTERYGIUS,MELANOGRAMMUS AEGLEFINUS,HIPPOGLOSSOIDES PLATESSOIDES,MONOLENE SESSILICAUDA,LIMANDA FERRUGINEA,TRASH SPECIES IN CATCH,PRIONOTUS EVOLANS,GADELLA IMBERBIS,REINHARDTIUS HIPPOGLOSSOIDES,TAUTOGOLABRUS ADSPERSUS,PARALICHTHYS DENTATUS,MAUROLICUS WEITZMANI,ARGENTINA STRIATA,MAJIDAE,HEMANTHIAS AUREORUBENS,MACRORHAMPHOSUS SCOLOPAX,PETROMYZON MARINUS,CONGER OCEANICUS,ETROPUS SP,CENTROPRISTIS STRIATA,MALACOCEPHALUS OCCIDENTALIS,HELICOLENUS DACTYLOPTERUS,CYNOSCION REGALIS,UROPHYCIS REGIA,CITHARICHTHYS CORNUTUS,SCOMBER SCOMBRUS,MALACORAJA SENTA,LIMULUS POLYPHEMUS,ANARHICHAS LUPUS,TRIGLOPS MURRAYI,GALATHEIDAE,STOLOTEUTHIS LEUCOPTERA,CONGRIDAE,PEPRILUS TRIACANTHUS,PARALICHTHYS OBLONGUS,PLACOPECTEN MAGELLANICUS,MACROZOARCES AMERICANUS,MACROURIDAE,ANTIGONIA CAPROS,CITHARICHTHYS ARCTIFRONS,LEUCORAJA OCELLATA,SEPIOLIDAE,LEPOPHIDIUM PROFUNDORUM,PASIPHAEA MULTIDENTATA,CHIONOECETES OPILIO,LUMPENUS LUMPRETAEFORMIS,CHLOROPHTHALMUS AGASSIZI,CRUSTACEA SHRIMP,SYNGNATHUS FUSCUS,GERYON QUINQUEDENS,PARASUDIS TRUCULENTA,PONTOPHILUS NORVEGICUS,CANCER BOREALIS,LOPHOLATILUS CHAMAELEONTICEPS,PLEURONECTIDAE,RAJA EGLANTERIA,GLYPTOCEPHALUS CYNOGLOSSUS,TRICHIURIDAE,ILLEX ILLECEBROSUS,MYOXOCEPHALUS OCTODECEMSPINOSUS,MENTICIRRHUS SAXATILIS,NEMICHTHYS SCOLOPACEUS,LITHODES MAJA,UROPHYCIS CHESTERI,MERLUCCIUS ALBIDUS,CALLINECTES SAPIDUS,MYXINE GLUTINOSA,STENOTOMUS CHRYSOPS,SEBASTES FASCIATUS,CRYPTACANTHODES MACULATUS,ALOSA SAPIDISSIMA,LOLIGO PLEII
HB201401,201402,86,-72.477328,39.931615,13/04/2014-12:31:24,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,33,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,1,9,14,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,49,-73.67906,38.27177,02/04/2014-07:12:08,1710,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,36,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,221,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,30,31,0,0,0,6,5,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,210,-68.70368,40.790057,09/05/2014-17:04:11,1130,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,509,27,0,0,0,0,0,0,0,0,1917,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,207,-68.570453,41.120142,09/05/2014-10:32:18,1200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,3,0,0,1,0,0,1,0,0,1768,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,152,-70.906833,41.249833,20/04/2014-10:26:35,1050,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,274,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,350,-70.307377,42.611243,30/05/2014-18:24:34,1260,0,0,0,0,0,0,0,3,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,2,279,15,0,32,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1339,85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,16,0,0,0
HB201401,201402,325,-70.4655,41.924833,28/05/2014-06:34:01,3600,0,0,0,0,0,0,10,1,0,0,170,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,91,1,487,0,0,1,0,0,17,0,0,0,2,0,76,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,163,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,0,4,0,0
HB201401,201402,87,-72.372293,39.825603,13/04/2014-14:17:34,1020,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,78,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,6,0,0,0,0,0,0,43,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,7,0,0,0,0,0,0,0,0,41,0,0,1,28,0,0,0,0,0,0,0,0,0,55,48,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,199,0,0,0,0
HB201401,201402,153,-70.683833,41.237083,20/04/2014-13:31:07,3460,0,0,0,0,0,0,0,0,0,1,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,291,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0
HB201401,201402,60,-74.719545,38.85773,03/04/2014-10:05:04,3260,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,32,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,190,-69.514478,42.032478,07/05/2014-05:24:48,1280,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,5,126,0,0,63,0,0,0,0,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,64,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,255,0,0,0,1,0,0,0,15,11,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0
HB201401,201402,117,-73.909,39.678833,17/04/2014-01:12:56,3170,0,0,0,0,0,0,0,0,0,0,10,35,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,229,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,1,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,120,-73.967875,40.011918,17/04/2014-07:29:34,3170,0,0,0,0,0,0,0,0,0,0,11,25,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,3,175,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,2,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,232,-66.57143,41.554833,12/05/2014-01:09:18,1160,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,89,0,1,6,0,1,0,0,0,0,0,687,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,74,-70.80851,40.080725,12/04/2014-03:43:15,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1068,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,57,0,0,0,0,0,0,0,0,0,292,63,0,0,0,0,27,0,2,45,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
HB201401,201402,337,-70.633597,42.517467,29/05/2014-08:27:04,3660,0,5,0,0,0,0,3,1,6,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,2098,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,65,3,1,209,0,0,10,0,0,0,0,3,36,387,0,444,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,1,14,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,9,0,0,25,0,0,0,0,0,0,0,0,63,0,0,0
HB201401,201402,322,-70.447318,41.839738,28/05/2014-02:38:04,3590,0,2,0,0,0,0,2,0,0,2,113,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,0,8,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,248,6,197,0,0,0,0,0,13,0,0,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,188,2,0
HB201401,201402,305,-68.938715,43.00773,20/05/2014-22:58:39,1370,0,2,0,0,0,0,4,1,0,14,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,15,3,7,0,6,263,5,0,159,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,30,172,0,0,1,0,0,0,0,0,21,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,11,14,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0
HB201401,201402,324,-70.4115,41.894167,28/05/2014-04:56:01,3600,0,0,0,0,0,0,12,0,0,0,66,52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40,0,1,0,0,182,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,9,2,426,0,0,1,0,0,5,0,0,1,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,25,0,0,1,0,0,0,0,0,0,0,6,0,0,0,6,2,0,0,0,1,0,0,21,0,0,0,0,0,0,0,0,0,2,0,0
HB201401,201402,105,-73.491917,38.606497,15/04/2014-08:36:28,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,124,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,7,0,0,0,0,0,744,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,19,164,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0
HB201401,201402,219,-67.461583,40.845375,10/05/2014-18:53:52,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,15,0,47,9,0,0,0,0,0,0,0,60,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,387,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,211,-68.595207,40.755585,09/05/2014-19:10:34,1190,0,0,0,0,0,0,1,0,0,0,15,2,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,30,7,26,0,0,0,0,0,0,0,0,2421,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,142,-71.835142,40.98691,19/04/2014-15:37:48,3020,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
HB201401,201402,151,-70.8979,41.258988,20/04/2014-09:31:39,1050,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,83,-72.109318,40.323368,13/04/2014-06:11:12,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,237,1,4,1,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,65,9,3,0,0,38,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,309,-69.153087,43.547695,21/05/2014-16:38:25,1380,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,41,0,1807,2561,0,0,930,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,13,6,0,0,0,0,0,0,0,0,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,29,0,0,0,10,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0
HB201401,201402,338,-70.362333,42.7955,29/05/2014-12:51:22,1260,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,1,0,2303,178,13,0,4813,0,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,7,1,276,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,47,13,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,4,0,0,0,47,0,0,12,0,0,1,0,0,0,0,0,96,0,0,0
HB201401,201402,166,-69.262667,39.9895,22/04/2014-01:00:53,1120,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,138,0,0,0,0,0,0,0,0,28,0,145,0,0,0,0,0,0,0,0,0,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,23,0,0,0,0,0,0,1,0,0,312,65,0,0,0,0,29,3,0,12,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HB201401,201402,255,-67.008528,42.550213,14/05/2014-08:42:41,1300,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,28,0,0,1241,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13,29,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,222,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,1,0,7,0
HB201401,201402,174,-69.243185,40.491952,22/04/2014-20:21:19,1100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1786,5,2,0,0,0,0,0,0,0,3368,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,139,0,0,0,0,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,0,0,0,0,0,0,0,0,0
HB201401,201402,79,-71.566622,40.160703,12/04/2014-19:01:58,1060,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,3214,43,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91,0,0,0,0,0,0,0,7,16,0,0,0,0,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,236,-66.182667,41.323667,12/05/2014-08:26:26,1180,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,179,3,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,0,0,0,0,0,2,1,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HB201401,201402,327,-70.384042,41.835148,28/05/2014-10:09:31,3590,0,0,0,0,0,0,1,0,0,44,71,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,17,0,0,237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,13,35,12,13,0,0,0,0,0,26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0
HB201401,201402,64,-71.229198,41.205317,11/04/2014-04:06:09,1050,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,572,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,209,203,38,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,90,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
HB201401,201402,257,-66.632,42.613333,14/05/2014-15:15:41,1290,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,1,0,0,241,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,4,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0
HB201401,201402,50,-73.413233,38.393605,02/04/2014-10:12:26,1720,0,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,150,0,0,0,0,0,0,0,0,68,0,12,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,360,0,9,0,0,0,0,0,0,1,0,0,0,5,0,0,5,0,4,0,0,18,0,0,0,379,0,0,0,0,0,1,0,0,0,63,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
HB201401,201402,216,-67.94338,40.469568,10/05/2014-08:45:07,1140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,53,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,45,29,2,0,0,0,28,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0
