cruiseid,cruise,station,beginlon,beginlat,begindatetime,stratum,LOPHIUS AMERICANUS,LIMULUS POLYPHEMUS,PRIACANTHUS ARENATUS,MENIDIA MENIDIA,OPHIDION HOLBROOKI,MONOLENE SESSILICAUDA,ETMOPTERUS GRACILISPINIS,MACROZOARCES AMERICANUS,AMMODYTES DUBIUS,FOETOREPUS AGASSIZI,MERLUCCIUS ALBIDUS,PARALICHTHYS OBLONGUS,COTTIDAE,UNKNOWN 02,UROPHYCIS SP,ARTEDIELLUS SP,MURAENIDAE,SYMPHURUS SP,CEPHALOPODA,LUMPENUS LUMPRETAEFORMIS,SYNODUS INTERMEDIUS,BREVOORTIA TYRANNUS,ALOSA MEDIOCRIS,LEUCORAJA GARMANI,DIBRANCHUS ATLANTICUS,LIPARIS ATLANTICUS,CANTHIGASTER ROSTRATA,UNKNOWN 08,CLUPEIDAE,HEMITRIPTERUS AMERICANUS,OPHIDION SELENOPS,CHAUNAX STIGMAEUS,HOPLOSTETHUS OCCIDENTALIS,SQUALIDAE,LOPHIUS GASTROPHYSUS,ALOSA PSEUDOHARENGUS,LUMPENUS MACULATUS,PLACOPECTEN MAGELLANICUS,OGCOCEPHALUS CORNIGER,TRACHINOCEPHALUS MYOPS,EQUETUS UMBROSUS,ETRUMEUS TERES,UROPHYCIS REGIA,ANGUILLIFORMES,DIPTURUS LAEVIS,CHAETODON SEDENTARIUS,CENTROPRISTIS OCYURUS,PSEUDOPLEURONECTES AMERICANUS,SEPIOLIDAE,STOMIAS BOA,SPHOEROIDES MACULATUS,MONACANTHUS CILIATUS,ALEPOCEPHALIIDAE,PRIONOTUS CAROLINUS,SQUATINA DUMERIL,PONTINUS LONGISPINIS,ANARHICHAS LUPUS,UROPHYCIS CHESTERI,HIPPOGLOSSUS HIPPOGLOSSUS,UNKNOWN 07,LIMANDA FERRUGINEA,PRIONOTUS ALATUS,SCOMBER SCOMBRUS,MACROURIDAE,ORTHOPRISTIS CHRYSOPTERA,CARCHARHINUS PLUMBEUS,MICROPOGONIAS UNDULATUS,RHIZOPRIONODON TERRAENOVAE,SQUALUS ACANTHIAS,PARASUDIS TRUCULENTA,ZOARCIDAE,OPHIDION GRAYI,SEBASTES FASCIATUS,UROPHYCIS CHUSS,CHIONOECETES OPILIO,LEUCORAJA ERINACEA,CONGRIDAE,BOTHIDAE,GERYON QUINQUEDENS,CENTROPRISTIS STRIATA,TRICHIURUS LEPTURUS,TRIGLOPS MURRAYI,CANCER IRRORATUS,OVALIPES STEPHENSONI,OPHICHTHIDAE,PORICHTHYS PLECTRODON,GALATHEIDAE,LEPOPHIDIUM PROFUNDORUM,LOPHOLATILUS CHAMAELEONTICEPS,GEPHYROBERYX DARWINI,MAJIDAE,ETROPUS MICROSTOMUS,CITHARICHTHYS MACROPS,ANTIMORA ROSTRATA,ARGENTINA SILUS,POMATOMUS SALTATRIX,GLYPTOCEPHALUS CYNOGLOSSUS,UNKNOWN 04,UROPHYCIS TENUIS,ARIOMMA BONDI,GYMNURA MICRURA,STOMATOPODA,SERRANUS PHOEBE,MYCTOPHIDAE,OCTOPODA,OPHIDION MARGINATUM,PRIONOTUS TRIBULUS,LACTOPHRYS POLYGONIA,OCTOPUS VULGARIS,BATHYPOLYPUS ARCTICUS,CALAMUS LEUCOSTEUS,SICYONIA BREVIROSTRIS,POLYMIXIA LOWEI,OGCOCEPHALUS NASUTUS,CANCER BOREALIS,SYNODUS FOETENS,CITHARICHTHYS ARCTIFRONS,MERLUCCIUS BILINEARIS,UNKNOWN 05,PETROMYZON MARINUS,MELANOGRAMMUS AEGLEFINUS,CARCHARIAS TAURUS,LEIOSTOMUS XANTHURUS,DIPLECTRUM FORMOSUM,CITHARICHTHYS CORNUTUS,LAEMONEMA BARBATULUM,PARALEPIDAE,SYNAGROPS SPINOSUS,SCYLIORHINUS RETIFER,ARIOMMA MELANUM,HEMANTHIAS AUREORUBENS,MAUROLICUS WEITZMANI,TORPEDO NOBILIANA,ARGENTINA STRIATA,RAJA EGLANTERIA,CHAETODON AYA,ETROPUS RIMOSUS,BELLATOR EGRETTA,STERNOPTYCHIDAE,PRISTIGENYS ALTA,POLYMETME THAEOCORYLA,SPHOEROIDES NEPHELUS,ALOSA AESTIVALIS,SPHYRNA LEWINI,PRIONOTUS SCITULUS,UNKNOWN 06,SYNGNATHIDAE,UNKNOWN 03,PORTUNIDAE,PEPRILUS TRIACANTHUS,SYNODUS POEYI,SCYLLARIDES NODIFER,GADELLA IMBERBIS,CRUSTACEA SHRIMP,FISTULARIA PETIMBA,ALOSA SAPIDISSIMA,MYOXOCEPHALUS AENAEUS,OVALIPES OCELLATUS,GYMNURA ALTAVELA,STENOTOMUS CHRYSOPS,ILLEX ILLECEBROSUS,DASYATIS CENTROURA,AMBLYRAJA RADIATA,ACANTHOCARPUS ALEXANDRI,SYNAGROPS BELLUS,RHOMBOPLITES AURORUBENS,HELICOLENUS DACTYLOPTERUS,CHAETODON OCELLATUS,BROSME BROSME,HAEMULON AUROLINEATUM,CYCLOPTERUS LUMPUS,HIPPOGLOSSOIDES PLATESSOIDES,UNKNOWN 01,TETRAODONTIDAE,ASPIDOPHOROIDES MONOPTERYGIUS,PRIONOTUS RUBIO,MYOXOCEPHALUS OCTODECEMSPINOSUS,PLEOTICUS ROBUSTUS,CITHARICHTHYS SP,ULVARIA SUBBIFURCATA,CYNOSCION REGALIS,HOMARUS AMERICANUS,ANTIGONIA CAPROS,BEMBROPS GOBIOIDES,CRYPTACANTHODES MACULATUS,MORONE SAXATILIS,BALISTES CAPRISCUS,TRIGLIDAE,SPHOEROIDES DORSALIS,TAUTOGOLABRUS ADSPERSUS,TRASH SPECIES IN CATCH,MENTICIRRHUS SAXATILIS,APOGON PSEUDOMACULATUS,LEUCORAJA OCELLATA,CHAULIODUS SLOANI,LOLLIGUNCULA BREVIS,DASYATIS SAY,MUSTELUS CANIS,SCORPAENA AGASSIZI,LAGODON RHOMBOIDES,PROMETHICHTHYS PROMETHEUS,GADUS MORHUA,MACRORHAMPHOSUS SCOLOPAX,KATHETOSTOMA ALBIGUTTA,LITHODES MAJA,DACTYLOPTERUS VOLITANS,SYNGNATHUS FUSCUS,BOTHUS OCELLATUS,NEZUMIA BAIRDI,MELANOSTIGMA ATLANTICUM,GASTEROSTEUS ACULEATUS,SCORPAENIDAE,SPHOEROIDES SPENGLERI,ZENOPSIS CONCHIFERA,NEMICHTHYS SCOLOPACEUS,REINHARDTIUS HIPPOGLOSSOIDES,ANCHOA MITCHILLI,BATHYNECTES LONGISPINA,MENTICIRRHUS AMERICANUS,LOLIGO PEALEII,POLLACHIUS VIRENS,ALUTERUS SCRIPTUS,HOLOCENTRUS ADSCENSIONIS,CYCLOPSETTA FIMBRIATA,ECHIOPHIS INTERTINCTUS,PRIONOTUS EVOLANS,CLUPEA HARENGUS,HEPATUS EPHELITICUS,ENCHELYOPUS CIMBRIUS,LYCENCHELYS VERRILLI,STOLOTEUTHIS LEUCOPTERA,MALACORAJA SENTA,SELENE SETAPINNIS,SYACIUM PAPILLOSUM,PARALICHTHYS DENTATUS,CYCLOPTERIDAE,CALLINECTES SAPIDUS,SCOMBRIDAE,CHLOROPHTHALMUS AGASSIZI,SCOPHTHALMUS AQUOSUS,MYXINE GLUTINOSA,PAGRUS SEDECIM,OSMERUS MORDAX,SELACHIMORPHA,SERIOLA DUMERILI,PENAEUS SP,PERISTEDION MINIATUM,SYNODONTIDAE
HB200901,200902,153,-72.351082,39.390385,22/03/2009-18:13:21,1030,1,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,5,0,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
HB200901,200902,7,-71.789417,41.011727,28/02/2009-16:43:52,3020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200901,200902,344,-68.825643,42.97359,29/04/2009-02:07:10,1370,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,91,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HB200901,200902,35,-74.936453,35.869135,07/03/2009-13:42:01,1620,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200901,200902,112,-73.610983,40.428798,18/03/2009-22:00:14,3110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HB200901,200902,301,-66.50615,41.801738,19/04/2009-02:24:30,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,5,0,41,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
HB200901,200902,196,-69.892372,40.232537,01/04/2009-15:24:17,1100,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200901,200902,288,-66.436837,41.038827,17/04/2009-21:57:18,1180,11,0,0,0,0,0,0,85,0,0,3,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200901,200902,291,-66.736487,41.05396,18/04/2009-05:21:14,1160,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,342,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,16,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
HB200901,200902,399,-70.135063,43.229558,06/05/2009-00:19:37,1270,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,387,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HB200901,200902,252,-70.47319,42.115157,07/04/2009-21:59:14,3610,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,170,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200901,200902,121,-73.937048,39.406958,19/03/2009-14:39:54,3200,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
HB200901,200902,414,-69.056005,40.940128,07/05/2009-20:40:02,1100,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HB200901,200902,129,-74.73615,38.826452,20/03/2009-04:22:06,3260,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,124,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
HB200901,200902,175,-71.729372,40.68061,25/03/2009-09:20:19,1060,2,0,0,0,0,0,0,2,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,0,54,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,507,0,0,0,0,2,0,388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,2,0,0
HB200901,200902,406,-70.240612,42.321678,06/05/2009-18:45:43,1260,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,151,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200901,200902,20,-74.477927,37.860808,05/03/2009-18:57:45,1700,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,613,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
HB200901,200902,234,-67.993468,41.816003,05/04/2009-21:59:33,1200,0,0,0,0,0,0,0,2,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
HB200901,200902,170,-71.312228,41.258275,24/03/2009-19:58:21,1050,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
